age,county_name,N_patients,pct_pcv,suppressed,fips
"Total: Total includes all data, including data from rows not currently displayed.","WASHINGTON,NY",436,25.2,0,36115
"Total: Total includes all data, including data from rows not currently displayed.","POLK,GA",735,63,0,13233
"Total: Total includes all data, including data from rows not currently displayed.","HOUSTON,MN",569,81.9,0,27055
"Total: Total includes all data, including data from rows not currently displayed.","REDWOOD,MN",594,68.5,0,27127
"Total: Total includes all data, including data from rows not currently displayed.","NIAGARA,NY",895,56.8,0,36063
"Total: Total includes all data, including data from rows not currently displayed.","ALLEGANY,MD",569,51.7,0,24001
"Total: Total includes all data, including data from rows not currently displayed.","ORLEANS,NY",727,71.7,0,36073
"Total: Total includes all data, including data from rows not currently displayed.","CHAVES,NM",749,57.3,0,35005
"Total: Total includes all data, including data from rows not currently displayed.","HART,GA",598,68.4,0,13147
"Total: Total includes all data, including data from rows not currently displayed.","WESTCHESTER,NY",667,52.3,0,36119
"Total: Total includes all data, including data from rows not currently displayed.","CARROLL,TN",416,55.8,0,47017
"Total: Total includes all data, including data from rows not currently displayed.","OCONEE,GA",522,57.5,0,13219
"Total: Total includes all data, including data from rows not currently displayed.","WARREN,NY",356,22.5,0,36113
"Total: Total includes all data, including data from rows not currently displayed.","WORCESTER,MD",502,62.2,0,24047
"Total: Total includes all data, including data from rows not currently displayed.","MUSCOGEE,GA",612,53.1,0,13215
"Total: Total includes all data, including data from rows not currently displayed.","HOODRIVER,OR",532,73.1,0,41027
"Total: Total includes all data, including data from rows not currently displayed.","QUEENANNES,MD",570,57.2,0,NA
"Total: Total includes all data, including data from rows not currently displayed.","PENNINGTON,MN",439,76.5,0,27113
"Total: Total includes all data, including data from rows not currently displayed.","FULTON,NY",362,33.1,0,36035
"Total: Total includes all data, including data from rows not currently displayed.","WASCO,OR",507,69.6,0,41065
"Total: Total includes all data, including data from rows not currently displayed.","BERNALILLO,NM",765,52.7,0,35001
"Total: Total includes all data, including data from rows not currently displayed.","RABUN,GA",449,69.7,0,13241
"Total: Total includes all data, including data from rows not currently displayed.","SENECA,NY",444,74.5,0,36099
"Total: Total includes all data, including data from rows not currently displayed.","PICKENS,GA",536,55.8,0,13227
"Total: Total includes all data, including data from rows not currently displayed.","YATES,NY",453,78.4,0,36123
"Total: Total includes all data, including data from rows not currently displayed.","POLK,OR",623,57.8,0,41053
"Total: Total includes all data, including data from rows not currently displayed.","SEQUATCHIE,TN",492,62.4,0,47153
"Total: Total includes all data, including data from rows not currently displayed.","WYOMING,NY",484,64.5,0,36121
"Total: Total includes all data, including data from rows not currently displayed.","CLEARWATER,MN",386,67.9,0,27029
"Total: Total includes all data, including data from rows not currently displayed.","BAKER,OR",524,64.1,0,41001
"Total: Total includes all data, including data from rows not currently displayed.","CARROLL,MD",567,57,0,24013
"Total: Total includes all data, including data from rows not currently displayed.","MORROW,OR",428,70.1,0,41049
"Total: Total includes all data, including data from rows not currently displayed.","MOFFAT,CO",461,74,0,08081
"Total: Total includes all data, including data from rows not currently displayed.","ROCK,MN",393,84,0,27133
"Total: Total includes all data, including data from rows not currently displayed.","DOUGLAS,OR",510,50.6,0,41019
"Total: Total includes all data, including data from rows not currently displayed.","KOOCHICHING,MN",376,78.7,0,27071
"Total: Total includes all data, including data from rows not currently displayed.","ELBERT,CO",549,61,0,08039
"Total: Total includes all data, including data from rows not currently displayed.","LAUDERDALE,TN",365,75.1,0,47097
"Total: Total includes all data, including data from rows not currently displayed.","BUTTS,GA",577,63.8,0,13035
"Total: Total includes all data, including data from rows not currently displayed.","PINE,MN",388,72.4,0,27115
"Total: Total includes all data, including data from rows not currently displayed.","AITKIN,MN",372,43.8,0,27001
"Total: Total includes all data, including data from rows not currently displayed.","MARSHALL,MN",363,77.1,0,27089
"Total: Total includes all data, including data from rows not currently displayed.","CAMDEN,GA",388,62.4,0,13039
"Total: Total includes all data, including data from rows not currently displayed.","TELLER,CO",482,52.7,0,08119
"Total: Total includes all data, including data from rows not currently displayed.","MADISON,GA",389,57.1,0,13195
"Total: Total includes all data, including data from rows not currently displayed.","SCHUYLER,NY",351,78.1,0,36097
"Total: Total includes all data, including data from rows not currently displayed.","ESSEX,NY",409,64.3,0,36031
"Total: Total includes all data, including data from rows not currently displayed.","TOMPKINS,NY",401,61.1,0,36109
"Total: Total includes all data, including data from rows not currently displayed.","FREDERICK,MD",473,51.4,0,24021
"Total: Total includes all data, including data from rows not currently displayed.","RHEA,TN",478,64,0,47143
"Total: Total includes all data, including data from rows not currently displayed.","CURRY,NM",317,35,0,35009
"Total: Total includes all data, including data from rows not currently displayed.","MADISON,NY",373,52.3,0,36053
"Total: Total includes all data, including data from rows not currently displayed.","UNICOI,TN",296,75,0,47171
"Total: Total includes all data, including data from rows not currently displayed.","KENT,MD",416,67.8,0,24029
"Total: Total includes all data, including data from rows not currently displayed.","SWIFT,MN",309,64.7,0,27151
"Total: Total includes all data, including data from rows not currently displayed.","BIBB,GA",417,52,0,13021
"Total: Total includes all data, including data from rows not currently displayed.","SOMERSET,MD",397,67.5,0,24039
"Total: Total includes all data, including data from rows not currently displayed.","FARIBAULT,MN",291,67.4,0,27043
"Total: Total includes all data, including data from rows not currently displayed.","MARTIN,MN",286,55.6,0,27091
"Total: Total includes all data, including data from rows not currently displayed.","SANBENITO,CA",308,59.7,0,06069
"Total: Total includes all data, including data from rows not currently displayed.","HARALSON,GA",451,64.3,0,13143
"Total: Total includes all data, including data from rows not currently displayed.","HOUSTON,GA",414,49.8,0,13153
"Total: Total includes all data, including data from rows not currently displayed.","NORMAN,MN",282,84.8,0,27107
"Total: Total includes all data, including data from rows not currently displayed.","MARION,TN",380,62.4,0,47115
"Total: Total includes all data, including data from rows not currently displayed.","PLACER,CA",407,49.6,0,06061
"Total: Total includes all data, including data from rows not currently displayed.","CARVER,MN",384,60.4,0,27019
"Total: Total includes all data, including data from rows not currently displayed.","FREMONT,CO",425,48,0,08043
"Total: Total includes all data, including data from rows not currently displayed.","WEAKLEY,TN",295,56.3,0,47183
"Total: Total includes all data, including data from rows not currently displayed.","MORGAN,CO",387,59.7,0,08087
"Total: Total includes all data, including data from rows not currently displayed.","ROOSEVELT,NM",247,52.6,0,35041
"Total: Total includes all data, including data from rows not currently displayed.","SHASTA,CA",282,33,0,06089
"Total: Total includes all data, including data from rows not currently displayed.","MEEKER,MN",317,75.1,0,27093
"Total: Total includes all data, including data from rows not currently displayed.","WILKIN,MN",266,84.2,0,27167
"Total: Total includes all data, including data from rows not currently displayed.","BLEDSOE,TN",307,67.8,0,47007
"Total: Total includes all data, including data from rows not currently displayed.","DICKSON,TN",145,25.5,0,47043
"Total: Total includes all data, including data from rows not currently displayed.","TIPTON,TN",198,58.1,0,47167
"Total: Total includes all data, including data from rows not currently displayed.","RENVILLE,MN",275,74.5,0,27129
"Total: Total includes all data, including data from rows not currently displayed.","GREENE,GA",306,54.6,0,13133
"Total: Total includes all data, including data from rows not currently displayed.","SANLUISOBISPO,CA",344,50.9,0,06079
"Total: Total includes all data, including data from rows not currently displayed.","COTTONWOOD,MN",298,70.5,0,27033
"Total: Total includes all data, including data from rows not currently displayed.","LAKE,CA",281,61.6,0,06033
"Total: Total includes all data, including data from rows not currently displayed.","CROCKETT,TN",199,48.7,0,47033
"Total: Total includes all data, including data from rows not currently displayed.","HARNEY,OR",262,73.3,0,41025
"Total: Total includes all data, including data from rows not currently displayed.","GARFIELD,CO",306,48.4,0,08045
"Total: Total includes all data, including data from rows not currently displayed.","MONTGOMERY,NY",246,65.9,0,36057
"Total: Total includes all data, including data from rows not currently displayed.","BERRIEN,GA",299,57.2,0,13019
"Total: Total includes all data, including data from rows not currently displayed.","MAHNOMEN,MN",224,71.9,0,27087
"Total: Total includes all data, including data from rows not currently displayed.","JOHNSON,TN",245,70.2,0,47091
"Total: Total includes all data, including data from rows not currently displayed.","MCNAIRY,TN",175,44,0,47109
"Total: Total includes all data, including data from rows not currently displayed.","TILLAMOOK,OR",310,61.3,0,41057
"Total: Total includes all data, including data from rows not currently displayed.","BENTON,TN",164,37.2,0,47005
"Total: Total includes all data, including data from rows not currently displayed.","JACKSON,MN",231,74,0,27063
"Total: Total includes all data, including data from rows not currently displayed.","MURRAY,MN",218,76.1,0,27101
"Total: Total includes all data, including data from rows not currently displayed.","FILLMORE,MN",185,65.4,0,27045
"Total: Total includes all data, including data from rows not currently displayed.","DELNORTE,CA",255,55.7,0,06015
"Total: Total includes all data, including data from rows not currently displayed.","HARDEMAN,TN",158,48.1,0,47069
"Total: Total includes all data, including data from rows not currently displayed.","HUMPHREYS,TN",113,25.7,0,47085
"Total: Total includes all data, including data from rows not currently displayed.","OBION,TN",187,57.2,0,47131
"Total: Total includes all data, including data from rows not currently displayed.","CHESTER,TN",138,37.7,0,47023
"Total: Total includes all data, including data from rows not currently displayed.","CAYUGA,NY",225,57.3,0,36011
"Total: Total includes all data, including data from rows not currently displayed.","GILMER,GA",263,54.8,0,13123
"Total: Total includes all data, including data from rows not currently displayed.","SISKIYOU,CA",189,35.4,0,06093
"Total: Total includes all data, including data from rows not currently displayed.","HENDERSON,TN",149,37.6,0,47077
"Total: Total includes all data, including data from rows not currently displayed.","HENRY,TN",169,58,0,47079
"Total: Total includes all data, including data from rows not currently displayed.","KITTSON,MN",166,80.7,0,27069
"Total: Total includes all data, including data from rows not currently displayed.","MCDUFFIE,GA",106,27.4,0,13189
"Total: Total includes all data, including data from rows not currently displayed.","MORGAN,GA",214,62.6,0,13211
"Total: Total includes all data, including data from rows not currently displayed.","CHIPPEWA,MN",199,77.4,0,27023
"Total: Total includes all data, including data from rows not currently displayed.","MERIWETHER,GA",285,64.9,0,13199
"Total: Total includes all data, including data from rows not currently displayed.","DOUGHERTY,GA",194,50.5,0,13095
"Total: Total includes all data, including data from rows not currently displayed.","GRANT,MN",195,62.6,0,27051
"Total: Total includes all data, including data from rows not currently displayed.","LYON,MN",220,62.7,0,27083
"Total: Total includes all data, including data from rows not currently displayed.","ELBERT,GA",193,67.9,0,13105
"Total: Total includes all data, including data from rows not currently displayed.","WALLOWA,OR",187,67.9,0,41063
"Total: Total includes all data, including data from rows not currently displayed.","DADE,GA",232,58.6,0,13083
"Total: Total includes all data, including data from rows not currently displayed.","LAMAR,GA",241,63.5,0,13171
"Total: Total includes all data, including data from rows not currently displayed.","OTERO,CO",224,55.8,0,08089
"Total: Total includes all data, including data from rows not currently displayed.","PUTNAM,GA",197,47.2,0,13237
"Total: Total includes all data, including data from rows not currently displayed.","POLK,TN",190,50.5,0,47139
"Total: Total includes all data, including data from rows not currently displayed.","PIPESTONE,MN",169,78.7,0,27117
"Total: Total includes all data, including data from rows not currently displayed.","JOSEPHINE,OR",192,49.5,0,41033
"Total: Total includes all data, including data from rows not currently displayed.","YELLOWMEDICINE,MN",167,79.6,0,27173
"Total: Total includes all data, including data from rows not currently displayed.","PIKE,GA",229,61.1,0,13231
"Total: Total includes all data, including data from rows not currently displayed.","CHATTOOGA,GA",206,52.4,0,13055
"Total: Total includes all data, including data from rows not currently displayed.","EAGLE,CO",215,41.9,0,08037
"Total: Total includes all data, including data from rows not currently displayed.","RICE,MN",168,58.3,0,27131
"Total: Total includes all data, including data from rows not currently displayed.","COOK,GA",199,54.8,0,13075
"Total: Total includes all data, including data from rows not currently displayed.","MCMINN,TN",208,46.2,0,47107
"Total: Total includes all data, including data from rows not currently displayed.","HAYWOOD,TN",131,58,0,47075
"Total: Total includes all data, including data from rows not currently displayed.","LANIER,GA",227,46.3,0,13173
"Total: Total includes all data, including data from rows not currently displayed.","OSWEGO,NY",147,48.3,0,36075
"Total: Total includes all data, including data from rows not currently displayed.","SUMMIT,CO",174,54,0,08117
"Total: Total includes all data, including data from rows not currently displayed.","TRAVERSE,MN",141,75.9,0,27155
"Total: Total includes all data, including data from rows not currently displayed.","ELDORADO,CA",198,37.9,0,06017
"Total: Total includes all data, including data from rows not currently displayed.","ROCKLAND,NY",192,22.9,0,36087
"Total: Total includes all data, including data from rows not currently displayed.","LAKE,MN",138,79,0,27075
"Total: Total includes all data, including data from rows not currently displayed.","OGLETHORPE,GA",151,53,0,13221
"Total: Total includes all data, including data from rows not currently displayed.","CHATHAM,GA",143,44.8,0,13051
"Total: Total includes all data, including data from rows not currently displayed.","YUBA,CA",137,44.5,0,06115
"Total: Total includes all data, including data from rows not currently displayed.","BURKE,GA",78,17.9,0,13033
"Total: Total includes all data, including data from rows not currently displayed.","REDLAKE,MN",149,80.5,0,27125
"Total: Total includes all data, including data from rows not currently displayed.","CURRY,OR",158,62,0,41015
"Total: Total includes all data, including data from rows not currently displayed.","UNION,GA",140,55,0,13291
"Total: Total includes all data, including data from rows not currently displayed.","PITKIN,CO",120,45,0,08097
"Total: Total includes all data, including data from rows not currently displayed.","GRAND,CO",132,68.2,0,08049
"Total: Total includes all data, including data from rows not currently displayed.","HARRIS,GA",173,63,0,13145
"Total: Total includes all data, including data from rows not currently displayed.","KANABEC,MN",107,62.6,0,27065
"Total: Total includes all data, including data from rows not currently displayed.","GUNNISON,CO",86,40.7,0,08051
"Total: Total includes all data, including data from rows not currently displayed.","JASPER,GA",153,54.9,0,13159
"Total: Total includes all data, including data from rows not currently displayed.","BROOKS,GA",156,50,0,13027
"Total: Total includes all data, including data from rows not currently displayed.","CLATSOP,OR",181,51.9,0,41007
"Total: Total includes all data, including data from rows not currently displayed.","FANNIN,GA",147,44.9,0,13111
"Total: Total includes all data, including data from rows not currently displayed.","DUTCHESS,NY",110,43.6,0,36027
"Total: Total includes all data, including data from rows not currently displayed.","LAKEOFTHEWOODS,MN",92,77.2,0,27077
"Total: Total includes all data, including data from rows not currently displayed.","LAPLATA,CO",174,48.9,0,08067
"Total: Total includes all data, including data from rows not currently displayed.","JEFFERSON,GA",54,NA,0,13163
"Total: Total includes all data, including data from rows not currently displayed.","LAKE,OR",112,50.9,0,41037
"Total: Total includes all data, including data from rows not currently displayed.","LOGAN,CO",152,56.6,0,08075
"Total: Total includes all data, including data from rows not currently displayed.","CHAFFEE,CO",133,43.6,0,08015
"Total: Total includes all data, including data from rows not currently displayed.","GRUNDY,TN",138,44.9,0,47061
"Total: Total includes all data, including data from rows not currently displayed.","UPSON,GA",161,56.5,0,13293
"Total: Total includes all data, including data from rows not currently displayed.","BULLOCH,GA",80,36.3,0,13031
"Total: Total includes all data, including data from rows not currently displayed.","DELTA,CO",119,44.5,0,08029
"Total: Total includes all data, including data from rows not currently displayed.","PARK,CO",145,58.6,0,08093
"Total: Total includes all data, including data from rows not currently displayed.","SANDOVAL,NM",170,53.5,0,35043
"Total: Total includes all data, including data from rows not currently displayed.","ALAMOSA,CO",124,44.4,0,08003
"Total: Total includes all data, including data from rows not currently displayed.","LAURENS,GA",96,55.2,0,13175
"Total: Total includes all data, including data from rows not currently displayed.","BLUEEARTH,MN",93,53.8,0,27013
"Total: Total includes all data, including data from rows not currently displayed.","COCKE,TN",94,53.2,0,47029
"Total: Total includes all data, including data from rows not currently displayed.","GRANT,OR",103,52.4,0,41023
"Total: Total includes all data, including data from rows not currently displayed.","POPE,MN",101,70.3,0,27121
"Total: Total includes all data, including data from rows not currently displayed.","STEVENS,MN",91,65.9,0,27149
"Total: Total includes all data, including data from rows not currently displayed.","BALDWIN,GA",90,47.8,0,13009
"Total: Total includes all data, including data from rows not currently displayed.","COLQUITT,GA",91,56,0,13071
"Total: Total includes all data, including data from rows not currently displayed.","MARIPOSA,CA",115,47.8,0,06043
"Total: Total includes all data, including data from rows not currently displayed.","WASHINGTON,GA",55,30.9,0,13303
"Total: Total includes all data, including data from rows not currently displayed.","BIGSTONE,MN",82,76.8,0,27011
"Total: Total includes all data, including data from rows not currently displayed.","JEFFERSON,NY",133,33.1,0,36045
"Total: Total includes all data, including data from rows not currently displayed.","UNION,OR",109,64.2,0,41061
"Total: Total includes all data, including data from rows not currently displayed.","HEARD,GA",127,64.6,0,13149
"Total: Total includes all data, including data from rows not currently displayed.","MONTROSE,CO",137,51.8,0,08085
"Total: Total includes all data, including data from rows not currently displayed.","RIOGRANDE,CO",118,46.6,0,08105
"Total: Total includes all data, including data from rows not currently displayed.","LAKE,TN",64,70.3,0,47095
"Total: Total includes all data, including data from rows not currently displayed.","LASANIMAS,CO",110,50,0,08071
"Total: Total includes all data, including data from rows not currently displayed.","MONROE,GA",108,52.8,0,13207
"Total: Total includes all data, including data from rows not currently displayed.","LASSEN,CA",80,70,0,06035
"Total: Total includes all data, including data from rows not currently displayed.","THOMAS,GA",88,46.6,0,13275
"Total: Total includes all data, including data from rows not currently displayed.","TIFT,GA",90,55.6,0,13277
"Total: Total includes all data, including data from rows not currently displayed.","CATTARAUGUS,NY",94,51.1,0,36009
"Total: Total includes all data, including data from rows not currently displayed.","DECATUR,TN",46,NA,0,47039
"Total: Total includes all data, including data from rows not currently displayed.","WABASHA,MN",74,73,0,27157
"Total: Total includes all data, including data from rows not currently displayed.","WILKES,GA",50,40,0,13317
"Total: Total includes all data, including data from rows not currently displayed.","HANCOCK,TN",98,54.1,0,47067
"Total: Total includes all data, including data from rows not currently displayed.","PROWERS,CO",155,51.6,0,08099
"Total: Total includes all data, including data from rows not currently displayed.","SUTTER,CA",65,55.4,0,06101
"Total: Total includes all data, including data from rows not currently displayed.","MEIGS,TN",114,48.2,0,47121
"Total: Total includes all data, including data from rows not currently displayed.","COFFEE,GA",65,41.5,0,13069
"Total: Total includes all data, including data from rows not currently displayed.","DECATUR,GA",53,62.3,0,13087
"Total: Total includes all data, including data from rows not currently displayed.","HARDIN,TN",60,33.3,0,47071
"Total: Total includes all data, including data from rows not currently displayed.","IMPERIAL,CA",65,72.3,0,06025
"Total: Total includes all data, including data from rows not currently displayed.","TUOLUMNE,CA",67,32.8,0,06109
"Total: Total includes all data, including data from rows not currently displayed.","LINCOLN,MN",66,72.7,0,27081
"Total: Total includes all data, including data from rows not currently displayed.","MONTGOMERY,TN",76,56.6,0,47125
"Total: Total includes all data, including data from rows not currently displayed.","SAINTMARYS,MD",123,36.6,0,NA
"Total: Total includes all data, including data from rows not currently displayed.","CALVERT,MD",87,37.9,0,24009
"Total: Total includes all data, including data from rows not currently displayed.","EMANUEL,GA",42,42.9,0,13107
"Total: Total includes all data, including data from rows not currently displayed.","FAYETTE,TN",47,38.3,0,47047
"Total: Total includes all data, including data from rows not currently displayed.","PEACH,GA",73,45.2,0,13225
"Total: Total includes all data, including data from rows not currently displayed.","SIERRA,NM",49,NA,0,35051
"Total: Total includes all data, including data from rows not currently displayed.","CLINCH,GA",92,53.3,0,13065
"Total: Total includes all data, including data from rows not currently displayed.","HAMBLEN,TN",74,63.5,0,47063
"Total: Total includes all data, including data from rows not currently displayed.","LACQUIPARLE,MN",60,76.7,0,27073
"Total: Total includes all data, including data from rows not currently displayed.","CHARLTON,GA",69,63.8,0,13049
"Total: Total includes all data, including data from rows not currently displayed.","DODGE,GA",53,47.2,0,13091
"Total: Total includes all data, including data from rows not currently displayed.","CHAUTAUQUA,NY",86,58.1,0,36013
"Total: Total includes all data, including data from rows not currently displayed.","ECHOLS,GA",66,59.1,0,13101
"Total: Total includes all data, including data from rows not currently displayed.","HICKMAN,TN",29,NA,0,47081
"Total: Total includes all data, including data from rows not currently displayed.","LEE,GA",70,44.3,0,13177
"Total: Total includes all data, including data from rows not currently displayed.","LINCOLN,GA",37,32.4,0,13181
"Total: Total includes all data, including data from rows not currently displayed.","MONTEZUMA,CO",74,39.2,0,08083
"Total: Total includes all data, including data from rows not currently displayed.","TOWNS,GA",79,50.6,0,13281
"Total: Total includes all data, including data from rows not currently displayed.","GILPIN,CO",70,60,0,08047
"Total: Total includes all data, including data from rows not currently displayed.","KITCARSON,CO",77,46.8,0,08063
"Total: Total includes all data, including data from rows not currently displayed.","OTERO,NM",36,NA,0,35035
"Total: Total includes all data, including data from rows not currently displayed.","YUMA,CO",81,58,0,08125
"Total: Total includes all data, including data from rows not currently displayed.","LINCOLN,CO",60,53.3,0,08073
"Total: Total includes all data, including data from rows not currently displayed.","OLMSTED,MN",71,60.6,0,27109
"Total: Total includes all data, including data from rows not currently displayed.","BROWN,MN",47,57.4,0,27015
"Total: Total includes all data, including data from rows not currently displayed.","FREEBORN,MN",47,59.6,0,27047
"Total: Total includes all data, including data from rows not currently displayed.","GRADY,GA",66,57.6,0,13131
"Total: Total includes all data, including data from rows not currently displayed.","CLEARCREEK,CO",58,69,0,08019
"Total: Total includes all data, including data from rows not currently displayed.","CRISP,GA",47,53.2,0,13081
"Total: Total includes all data, including data from rows not currently displayed.","EDDY,NM",61,39.3,0,35015
"Total: Total includes all data, including data from rows not currently displayed.","GLYNN,GA",55,58.2,0,13127
"Total: Total includes all data, including data from rows not currently displayed.","KNOX,TN",92,50,0,47093
"Total: Total includes all data, including data from rows not currently displayed.","LIBERTY,GA",59,35.6,0,13179
"Total: Total includes all data, including data from rows not currently displayed.","VENTURA,CA",82,56.1,0,06111
"Total: Total includes all data, including data from rows not currently displayed.","COLUSA,CA",39,NA,0,06011
"Total: Total includes all data, including data from rows not currently displayed.","HANCOCK,GA",42,38.1,0,13141
"Total: Total includes all data, including data from rows not currently displayed.","HUERFANO,CO",50,50,0,08055
"Total: Total includes all data, including data from rows not currently displayed.","CUMBERLAND,TN",52,61.5,0,47035
"Total: Total includes all data, including data from rows not currently displayed.","MCLEOD,MN",69,58,0,27085
"Total: Total includes all data, including data from rows not currently displayed.","MODOC,CA",41,26.8,0,06049
"Total: Total includes all data, including data from rows not currently displayed.","GOODHUE,MN",46,54.3,0,27049
"Total: Total includes all data, including data from rows not currently displayed.","WHEELER,OR",34,55.9,0,41069
"Total: Total includes all data, including data from rows not currently displayed.","BRYAN,GA",43,44.2,0,13029
"Total: Total includes all data, including data from rows not currently displayed.","DAVIDSON,TN",71,45.1,0,47037
"Total: Total includes all data, including data from rows not currently displayed.","DONAANA,NM",40,32.5,0,35013
"Total: Total includes all data, including data from rows not currently displayed.","FRANKLIN,TN",51,51,0,47051
"Total: Total includes all data, including data from rows not currently displayed.","HAMILTON,NY",26,53.8,0,36041
"Total: Total includes all data, including data from rows not currently displayed.","LESUEUR,MN",52,61.5,0,27079
"Total: Total includes all data, including data from rows not currently displayed.","WASHINGTON,CO",39,51.3,0,08121
"Total: Total includes all data, including data from rows not currently displayed.","BUTTE,CA",51,54.9,0,06007
"Total: Total includes all data, including data from rows not currently displayed.","EFFINGHAM,GA",46,43.5,0,13103
"Total: Total includes all data, including data from rows not currently displayed.","SHERMAN,OR",42,57.1,0,41055
"Total: Total includes all data, including data from rows not currently displayed.","SUMTER,GA",49,49,0,13261
"Total: Total includes all data, including data from rows not currently displayed.","HOUSTON,TN",18,NA,0,47083
"Total: Total includes all data, including data from rows not currently displayed.","JEFFERSON,TN",30,56.7,0,47089
"Total: Total includes all data, including data from rows not currently displayed.","TOOMBS,GA",29,37.9,0,13279
"Total: Total includes all data, including data from rows not currently displayed.","WATONWAN,MN",32,40.6,0,27165
"Total: Total includes all data, including data from rows not currently displayed.","JACKSON,CO",28,64.3,0,08057
"Total: Total includes all data, including data from rows not currently displayed.","JENKINS,GA",19,NA,0,13165
"Total: Total includes all data, including data from rows not currently displayed.","JONES,GA",45,42.2,0,13169
"Total: Total includes all data, including data from rows not currently displayed.","VALENCIA,NM",61,49.2,0,35061
"Total: Total includes all data, including data from rows not currently displayed.","BENHILL,GA",34,38.2,0,13017
"Total: Total includes all data, including data from rows not currently displayed.","GLASCOCK,GA",17,NA,0,13125
"Total: Total includes all data, including data from rows not currently displayed.","LAKE,CO",49,38.8,0,08065
"Total: Total includes all data, including data from rows not currently displayed.","LEWIS,NY",31,54.8,0,36049
"Total: Total includes all data, including data from rows not currently displayed.","NEVADA,CA",43,62.8,0,06057
"Total: Total includes all data, including data from rows not currently displayed.","RUTHERFORD,TN",42,54.8,0,47149
"Total: Total includes all data, including data from rows not currently displayed.","SANJUAN,NM",45,26.7,0,35045
"Total: Total includes all data, including data from rows not currently displayed.","SANTAFE,NM",40,50,0,35049
"Total: Total includes all data, including data from rows not currently displayed.","SCREVEN,GA",16,NA,0,13251
"Total: Total includes all data, including data from rows not currently displayed.","TALBOT,GA",23,52.2,0,13263
"Total: Total includes all data, including data from rows not currently displayed.","WORTH,GA",31,54.8,0,13321
"Total: Total includes all data, including data from rows not currently displayed.","ARCHULETA,CO",37,32.4,0,08007
"Total: Total includes all data, including data from rows not currently displayed.","STEELE,MN",29,48.3,0,27147
"Total: Total includes all data, including data from rows not currently displayed.","WARE,GA",29,NA,0,13299
"Total: Total includes all data, including data from rows not currently displayed.","BLECKLEY,GA",30,46.7,0,13023
"Total: Total includes all data, including data from rows not currently displayed.","CONEJOS,CO",49,44.9,0,08021
"Total: Total includes all data, including data from rows not currently displayed.","GILLIAM,OR",30,80,0,41021
"Total: Total includes all data, including data from rows not currently displayed.","NICOLLET,MN",24,54.2,0,27103
"Total: Total includes all data, including data from rows not currently displayed.","TATTNALL,GA",17,NA,0,13267
"Total: Total includes all data, including data from rows not currently displayed.","WARREN,GA",14,NA,0,13301
"Total: Total includes all data, including data from rows not currently displayed.","BENT,CO",38,60.5,0,08011
"Total: Total includes all data, including data from rows not currently displayed.","MONO,CA",21,NA,0,06051
"Total: Total includes all data, including data from rows not currently displayed.","MONROE,TN",24,NA,0,47123
"Total: Total includes all data, including data from rows not currently displayed.","PLUMAS,CA",32,84.4,0,06063
"Total: Total includes all data, including data from rows not currently displayed.","TURNER,GA",16,NA,0,13287
"Total: Total includes all data, including data from rows not currently displayed.","WILLIAMSON,TN",39,59,0,47187
"Total: Total includes all data, including data from rows not currently displayed.","ATKINSON,GA",24,45.8,0,13003
"Total: Total includes all data, including data from rows not currently displayed.","CHEYENNE,CO",18,NA,0,08017
"Total: Total includes all data, including data from rows not currently displayed.","COFFEE,TN",36,50,0,47031
"Total: Total includes all data, including data from rows not currently displayed.","JOHNSON,GA",15,NA,0,13167
"Total: Total includes all data, including data from rows not currently displayed.","LEA,NM",28,NA,0,35025
"Total: Total includes all data, including data from rows not currently displayed.","MITCHELL,GA",29,51.7,0,13205
"Total: Total includes all data, including data from rows not currently displayed.","PHILLIPS,CO",33,36.4,0,08095
"Total: Total includes all data, including data from rows not currently displayed.","SEMINOLE,GA",16,NA,0,13253
"Total: Total includes all data, including data from rows not currently displayed.","SUMNER,TN",22,50,0,47165
"Total: Total includes all data, including data from rows not currently displayed.","COOK,MN",20,65,0,27031
"Total: Total includes all data, including data from rows not currently displayed.","CROWLEY,CO",33,45.5,0,08025
"Total: Total includes all data, including data from rows not currently displayed.","CUSTER,CO",32,53.1,0,08027
"Total: Total includes all data, including data from rows not currently displayed.","PULASKI,GA",27,NA,0,13235
"Total: Total includes all data, including data from rows not currently displayed.","RIOBLANCO,CO",33,66.7,0,08103
"Total: Total includes all data, including data from rows not currently displayed.","TAYLOR,GA",19,NA,0,13269
"Total: Total includes all data, including data from rows not currently displayed.","TREUTLEN,GA",13,NA,0,13283
"Total: Total includes all data, including data from rows not currently displayed.","WAYNE,GA",18,NA,0,13305
"Total: Total includes all data, including data from rows not currently displayed.","APPLING,GA",17,NA,0,13001
"Total: Total includes all data, including data from rows not currently displayed.","CAMPBELL,TN",18,NA,0,47013
"Total: Total includes all data, including data from rows not currently displayed.","DOOLY,GA",14,NA,0,13093
"Total: Total includes all data, including data from rows not currently displayed.","SANMIGUEL,CO",19,NA,0,08113
"Total: Total includes all data, including data from rows not currently displayed.","TERRELL,GA",15,NA,0,13273
"Total: Total includes all data, including data from rows not currently displayed.","TRINITY,CA",20,NA,0,06105
"Total: Total includes all data, including data from rows not currently displayed.","WILCOX,GA",14,NA,0,13315
"Total: Total includes all data, including data from rows not currently displayed.","BACA,CO",24,NA,0,08009
"Total: Total includes all data, including data from rows not currently displayed.","CALAVERAS,CA",25,NA,0,06009
